words,mash,vowel rt,consonant rt,ttr
acceptance,0,0.4,0.6,0.6
and,0,0.3333333333333333,0.6666666666666667,1.0
there,0,0.4,0.6,0.8
save,0,0.5,0.5,1.0
pray,0,0.25,0.75,1.0
hydrotherapy,0,0.25,0.75,0.75
this,0,0.25,0.75,1.0
echoes,0,0.5,0.5,0.8333333333333334
have,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
detectors,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
of,0,0.5,0.5,1.0
that,0,0.25,0.75,0.75
minimum,0,0.42857142857142855,0.5714285714285714,0.5714285714285714
I,0,0.0,1.0,1.0
other,0,0.4,0.6,1.0
photodetectors,0,0.35714285714285715,0.6428571428571428,0.6428571428571429
are,0,0.6666666666666666,0.33333333333333337,1.0
you,0,0.6666666666666666,0.33333333333333337,1.0
joyride,0,0.42857142857142855,0.5714285714285714,1.0
exchange,0,0.375,0.625,0.875
all,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
Izalith,0,0.2857142857142857,0.7142857142857143,1.0
of,0,0.5,0.5,1.0
extremely,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
low,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
now,0,0.3333333333333333,0.6666666666666667,1.0
that,0,0.25,0.75,0.75
backstab,0,0.25,0.75,0.75
The,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
her,0,0.3333333333333333,0.6666666666666667,1.0
put,0,0.3333333333333333,0.6666666666666667,1.0
stores,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
in,0,0.5,0.5,1.0
When,0,0.25,0.75,1.0
than,0,0.25,0.75,1.0
I,0,0.0,1.0,1.0
yet,0,0.3333333333333333,0.6666666666666667,1.0
a,0,1.0,0.0,1.0
these,0,0.4,0.6,0.8
got,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
Empyrean,0,0.25,0.75,1.0
extended,0,0.375,0.625,0.625
the,0,0.3333333333333333,0.6666666666666667,1.0
above,0,0.6,0.4,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
by,0,0.0,1.0,1.0
twenty,0,0.16666666666666666,0.8333333333333334,0.8333333333333334
of,0,0.5,0.5,1.0
written,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
into,0,0.5,0.5,1.0
who,0,0.3333333333333333,0.6666666666666667,1.0
dried,0,0.4,0.6,0.8
the,0,0.3333333333333333,0.6666666666666667,1.0
as,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
grim,0,0.25,0.75,1.0
describes,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
with,0,0.25,0.75,1.0
a,0,1.0,0.0,1.0
to,0,0.5,0.5,1.0
means,0,0.4,0.6,1.0
one,0,0.6666666666666666,0.33333333333333337,1.0
be,0,0.5,0.5,1.0
windows,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
back,0,0.25,0.75,1.0
teeming,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
not,0,0.3333333333333333,0.6666666666666667,1.0
poor,0,0.5,0.5,0.75
If,0,0.0,1.0,1.0
placid,0,0.3333333333333333,0.6666666666666667,1.0
performed,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
Knight,0,0.16666666666666666,0.8333333333333334,1.0
status,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
branches,0,0.25,0.75,1.0
an,0,0.5,0.5,1.0
is,0,0.5,0.5,1.0
in,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
as,0,0.5,0.5,1.0
there,0,0.4,0.6,0.8
water,0,0.4,0.6,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
For,0,0.3333333333333333,0.6666666666666667,1.0
after,0,0.4,0.6,1.0
wrong,0,0.2,0.8,1.0
if,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
operate,0,0.5714285714285714,0.4285714285714286,0.8571428571428571
you,0,0.6666666666666666,0.33333333333333337,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
a,0,1.0,0.0,1.0
do,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
bean,0,0.5,0.5,1.0
to,0,0.5,0.5,1.0
also,0,0.5,0.5,1.0
will,0,0.25,0.75,0.75
day,0,0.3333333333333333,0.6666666666666667,1.0
treat,0,0.4,0.6,0.8
Some,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
microwave,0,0.4444444444444444,0.5555555555555556,1.0
through,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
and,0,0.3333333333333333,0.6666666666666667,1.0
house,0,0.6,0.4,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
his,0,0.3333333333333333,0.6666666666666667,1.0
a,0,1.0,0.0,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
pieces,0,0.5,0.5,0.8333333333333334
holy,0,0.25,0.75,1.0
in,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
to,0,0.5,0.5,1.0
where,0,0.4,0.6,0.8
to,0,0.5,0.5,1.0
to,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
lost,0,0.25,0.75,1.0
on,0,0.5,0.5,1.0
danced,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
and,0,0.3333333333333333,0.6666666666666667,1.0
algae,0,0.6,0.4,0.8
presence,0,0.375,0.625,0.75
leads,0,0.4,0.6,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
She,0,0.3333333333333333,0.6666666666666667,1.0
in,0,0.5,0.5,1.0
were,0,0.5,0.5,0.75
he,0,0.5,0.5,1.0
background,0,0.3,0.7,1.0
by,0,0.0,1.0,1.0
band,0,0.25,0.75,1.0
that,0,0.25,0.75,0.75
so,0,0.5,0.5,1.0
through,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
different,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
for,0,0.3333333333333333,0.6666666666666667,1.0
be,0,0.5,0.5,1.0
glutinous,0,0.4444444444444444,0.5555555555555556,0.8888888888888888
of,0,0.5,0.5,1.0
end,0,0.3333333333333333,0.6666666666666667,1.0
This,0,0.25,0.75,1.0
to,0,0.5,0.5,1.0
devices,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
iron,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
The,0,0.3333333333333333,0.6666666666666667,1.0
from,0,0.25,0.75,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
known,0,0.2,0.8,0.8
that,0,0.25,0.75,0.75
provide,0,0.42857142857142855,0.5714285714285714,1.0
my,0,0.0,1.0,1.0
spectroscopy,0,0.25,0.75,0.6666666666666666
from,0,0.25,0.75,1.0
my,0,0.0,1.0,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
hydrophobic,0,0.2727272727272727,0.7272727272727273,0.8181818181818182
the,0,0.3333333333333333,0.6666666666666667,1.0
points,0,0.3333333333333333,0.6666666666666667,1.0
be,0,0.5,0.5,1.0
your,0,0.5,0.5,1.0
uncertain,0,0.4444444444444444,0.5555555555555556,0.8888888888888888
the,0,0.3333333333333333,0.6666666666666667,1.0
they,0,0.25,0.75,1.0
known,0,0.2,0.8,0.8
its,0,0.3333333333333333,0.6666666666666667,1.0
their,0,0.4,0.6,1.0
soon,0,0.5,0.5,0.75
little,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
one,0,0.6666666666666666,0.33333333333333337,1.0
slaves,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
seem,0,0.5,0.5,0.75
they,0,0.25,0.75,1.0
of,0,0.5,0.5,1.0
light,0,0.2,0.8,1.0
instead,0,0.42857142857142855,0.5714285714285714,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
are,0,0.6666666666666666,0.33333333333333337,1.0
of,0,0.5,0.5,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
Giant,0,0.4,0.6,1.0
Kru,0,0.3333333333333333,0.6666666666666667,1.0
Meinkampf,0,0.3333333333333333,0.6666666666666667,1.0
per,0,0.3333333333333333,0.6666666666666667,1.0
a,0,1.0,0.0,1.0
ears,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
really,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
while,0,0.4,0.6,1.0
attempts,0,0.25,0.75,0.75
and,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
in,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
Volcano,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
aided,0,0.6,0.4,0.8
a,0,1.0,0.0,1.0
able,0,0.5,0.5,1.0
distant,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
has,0,0.3333333333333333,0.6666666666666667,1.0
a,0,1.0,0.0,1.0
instead,0,0.42857142857142855,0.5714285714285714,1.0
whose,0,0.4,0.6,1.0
by,0,0.0,1.0,1.0
of,0,0.5,0.5,1.0
guided,0,0.5,0.5,0.8333333333333334
considerable,0,0.4166666666666667,0.5833333333333333,0.9166666666666666
of,0,0.5,0.5,1.0
then,0,0.25,0.75,1.0
Anor,0,0.25,0.75,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
No,0,0.5,0.5,1.0
ne,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
instead,0,0.42857142857142855,0.5714285714285714,1.0
nearest,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
a,0,1.0,0.0,1.0
his,0,0.3333333333333333,0.6666666666666667,1.0
behave,0,0.5,0.5,0.8333333333333334
first,0,0.2,0.8,1.0
as,0,0.5,0.5,1.0
Gwyn,0,0.0,1.0,1.0
are,0,0.6666666666666666,0.33333333333333337,1.0
Gwyn,0,0.0,1.0,1.0
but,0,0.3333333333333333,0.6666666666666667,1.0
this,0,0.25,0.75,1.0
sexless,0,0.2857142857142857,0.7142857142857143,0.5714285714285714
to,0,0.5,0.5,1.0
them,0,0.25,0.75,1.0
defeat,0,0.5,0.5,0.8333333333333334
spectroscopy,0,0.25,0.75,0.6666666666666666
with,0,0.25,0.75,1.0
enantioselectivity,0,0.4444444444444444,0.5555555555555556,0.6111111111111112
this,0,0.25,0.75,1.0
coupling,0,0.375,0.625,1.0
at,0,0.5,0.5,1.0
on,0,0.5,0.5,1.0
chamber,0,0.2857142857142857,0.7142857142857143,1.0
lasts,0,0.2,0.8,0.8
the,0,0.3333333333333333,0.6666666666666667,1.0
to,0,0.5,0.5,1.0
there,0,0.4,0.6,0.8
exists,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
of,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
were,0,0.5,0.5,0.75
naked,0,0.4,0.6,1.0
to,0,0.5,0.5,1.0
flame,0,0.4,0.6,1.0
still,0,0.2,0.8,0.8
a,0,1.0,0.0,1.0
up,0,0.5,0.5,1.0
three,0,0.4,0.6,0.8
at,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
granted,0,0.2857142857142857,0.7142857142857143,1.0
one,0,0.6666666666666666,0.33333333333333337,1.0
silyl,0,0.2,0.8,0.8
circumstance,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
judged,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
if,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
as,0,0.5,0.5,1.0
high,0,0.25,0.75,0.75
mocked,0,0.3333333333333333,0.6666666666666667,1.0
up,0,0.5,0.5,1.0
powerful,0,0.375,0.625,1.0
away,0,0.5,0.5,0.75
than,0,0.25,0.75,1.0
were,0,0.5,0.5,0.75
its,0,0.3333333333333333,0.6666666666666667,1.0
flame,0,0.4,0.6,1.0
could,0,0.4,0.6,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
no,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
father,0,0.3333333333333333,0.6666666666666667,1.0
can,0,0.3333333333333333,0.6666666666666667,1.0
endings,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
also,0,0.5,0.5,1.0
back,0,0.25,0.75,1.0
Black,0,0.2,0.8,1.0
Besides,0,0.42857142857142855,0.5714285714285714,0.7142857142857143
what,0,0.25,0.75,1.0
seeing,0,0.5,0.5,0.8333333333333334
to,0,0.5,0.5,1.0
moisture,0,0.5,0.5,1.0
such,0,0.25,0.75,1.0
than,0,0.25,0.75,1.0
of,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
red,0,0.3333333333333333,0.6666666666666667,1.0
at,0,0.5,0.5,1.0
substitute,0,0.4,0.6,0.6
no,0,0.5,0.5,1.0
shows,0,0.2,0.8,0.8
in,0,0.5,0.5,1.0
is,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
at,0,0.5,0.5,1.0
imagine,0,0.5714285714285714,0.4285714285714286,0.8571428571428571
human,0,0.4,0.6,1.0
of,0,0.5,0.5,1.0
on,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
gas,0,0.3333333333333333,0.6666666666666667,1.0
on,0,0.5,0.5,1.0
while,0,0.4,0.6,1.0
that,0,0.25,0.75,0.75
that,0,0.25,0.75,0.75
by,0,0.0,1.0,1.0
a,0,1.0,0.0,1.0
reason,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
have,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
still,0,0.2,0.8,0.8
corresponding,0,0.3076923076923077,0.6923076923076923,0.7692307692307693
at,0,0.5,0.5,1.0
not,0,0.3333333333333333,0.6666666666666667,1.0
Phase,0,0.4,0.6,1.0
you,0,0.6666666666666666,0.33333333333333337,1.0
held,0,0.25,0.75,1.0
into,0,0.5,0.5,1.0
purple,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
were,0,0.5,0.5,0.75
a,0,1.0,0.0,1.0
in,0,0.5,0.5,1.0
an,0,0.5,0.5,1.0
Nito,0,0.5,0.5,1.0
And,0,0.0,1.0,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
religious,0,0.5555555555555556,0.4444444444444444,0.8888888888888888
this,0,0.25,0.75,1.0
bleak,0,0.4,0.6,1.0
own,0,0.3333333333333333,0.6666666666666667,1.0
one,0,0.6666666666666666,0.33333333333333337,1.0
came,0,0.5,0.5,1.0
transition,0,0.4,0.6,0.7
organic,0,0.42857142857142855,0.5714285714285714,1.0
dark,0,0.25,0.75,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
breaking,0,0.375,0.625,1.0
to,0,0.5,0.5,1.0
to,0,0.5,0.5,1.0
two,0,0.3333333333333333,0.6666666666666667,1.0
yet,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
getting,0,0.2857142857142857,0.7142857142857143,0.7142857142857143
littorals,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
vision,0,0.5,0.5,0.8333333333333334
they,0,0.25,0.75,1.0
rumored,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
as,0,0.5,0.5,1.0
whose,0,0.4,0.6,1.0
in,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
with,0,0.25,0.75,1.0
cool,0,0.5,0.5,0.75
skin,0,0.25,0.75,1.0
off,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
establish,0,0.3333333333333333,0.6666666666666667,0.8888888888888888
the,0,0.3333333333333333,0.6666666666666667,1.0
at,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
things,0,0.16666666666666666,0.8333333333333334,1.0
in,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
leap,0,0.5,0.5,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
traps,0,0.2,0.8,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
only,0,0.25,0.75,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
recycle,0,0.2857142857142857,0.7142857142857143,0.7142857142857143
to,0,0.5,0.5,1.0
I,0,0.0,1.0,1.0
Despite,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
organic,0,0.42857142857142855,0.5714285714285714,1.0
poverty,0,0.2857142857142857,0.7142857142857143,1.0
enol,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
allows,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
the,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
that,0,0.25,0.75,0.75
Bed,0,0.3333333333333333,0.6666666666666667,1.0
mood,0,0.5,0.5,0.75
enchanted,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
Or,0,0.0,1.0,1.0
Hollow,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
implementation,0,0.42857142857142855,0.5714285714285714,0.6428571428571429
the,0,0.3333333333333333,0.6666666666666667,1.0
destiny,0,0.2857142857142857,0.7142857142857143,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
hard,0,0.25,0.75,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
outside,0,0.5714285714285714,0.4285714285714286,1.0
new,0,0.3333333333333333,0.6666666666666667,1.0
waiting,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
around,0,0.5,0.5,1.0
proved,0,0.3333333333333333,0.6666666666666667,1.0
By,0,0.0,1.0,1.0
incomprehensible,0,0.375,0.625,0.75
whether,0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Golden,0,0.3333333333333333,0.6666666666666667,1.0
offered,0,0.42857142857142855,0.5714285714285714,0.7142857142857143
down,0,0.25,0.75,1.0
gymnasiums,0,0.3,0.7,0.8
thou,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
such,0,0.25,0.75,1.0
sheperds,0,0.25,0.75,0.75
of,0,0.5,0.5,1.0
doom,0,0.5,0.5,0.75
so,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
provides,0,0.375,0.625,1.0
obscene,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
an,0,0.5,0.5,1.0
trading,0,0.2857142857142857,0.7142857142857143,1.0
Siofra,0,0.5,0.5,1.0
corresponding,0,0.3076923076923077,0.6923076923076923,0.7692307692307693
and,0,0.3333333333333333,0.6666666666666667,1.0
on,0,0.5,0.5,1.0
life,0,0.5,0.5,1.0
another,0,0.42857142857142855,0.5714285714285714,1.0
with,0,0.25,0.75,1.0
high,0,0.25,0.75,0.75
through,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
role,0,0.5,0.5,1.0
time,0,0.5,0.5,1.0
I,0,0.0,1.0,1.0
in,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
parry,0,0.2,0.8,0.8
empire,0,0.5,0.5,0.8333333333333334
use,0,0.6666666666666666,0.33333333333333337,1.0
evolutionary,0,0.5,0.5,0.9166666666666666
mole,0,0.5,0.5,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
using,0,0.4,0.6,1.0
two,0,0.3333333333333333,0.6666666666666667,1.0
aqueous,0,0.7142857142857143,0.2857142857142857,0.8571428571428571
able,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
kill,0,0.25,0.75,0.75
into,0,0.5,0.5,1.0
on,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
taking,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
special,0,0.42857142857142855,0.5714285714285714,1.0
one,0,0.6666666666666666,0.33333333333333337,1.0
whose,0,0.4,0.6,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
ancient,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
hero,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
fills,0,0.2,0.8,0.8
floodlight,0,0.3,0.7,0.8
are,0,0.6666666666666666,0.33333333333333337,1.0
of,0,0.5,0.5,1.0
under,0,0.4,0.6,1.0
crime,0,0.4,0.6,1.0
many,0,0.25,0.75,1.0
ligand,0,0.3333333333333333,0.6666666666666667,1.0
a,0,1.0,0.0,1.0
Hollow,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
the,0,0.3333333333333333,0.6666666666666667,1.0
spoke,0,0.4,0.6,1.0
loved,0,0.4,0.6,1.0
It,0,0.0,1.0,1.0
of,0,0.5,0.5,1.0
sands,0,0.2,0.8,0.8
of,0,0.5,0.5,1.0
sound,0,0.4,0.6,1.0
you,0,0.6666666666666666,0.33333333333333337,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
send,0,0.25,0.75,1.0
endo,0,0.5,0.5,1.0
two,0,0.3333333333333333,0.6666666666666667,1.0
that,0,0.25,0.75,0.75
the,0,0.3333333333333333,0.6666666666666667,1.0
Triple,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
rank,0,0.25,0.75,1.0
Moloch,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
with,0,0.25,0.75,1.0
much,0,0.25,0.75,1.0
after,0,0.4,0.6,1.0
two,0,0.3333333333333333,0.6666666666666667,1.0
most,0,0.25,0.75,1.0
escapes,0,0.42857142857142855,0.5714285714285714,0.7142857142857143
that,0,0.25,0.75,0.75
ATP,0,0.0,1.0,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
current,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
wide,0,0.5,0.5,1.0
must,0,0.25,0.75,1.0
is,0,0.5,0.5,1.0
hopes,0,0.4,0.6,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
vibrational,0,0.45454545454545453,0.5454545454545454,0.8181818181818182
beautiful,0,0.5555555555555556,0.4444444444444444,0.8888888888888888
in,0,0.5,0.5,1.0
The,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
to,0,0.5,0.5,1.0
most,0,0.25,0.75,1.0
marked,0,0.3333333333333333,0.6666666666666667,1.0
from,0,0.25,0.75,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
whistling,0,0.2222222222222222,0.7777777777777778,0.8888888888888888
witchcraft,0,0.2,0.8,0.8
we,0,0.5,0.5,1.0
higher,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
all,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
organic,0,0.42857142857142855,0.5714285714285714,1.0
me,0,0.5,0.5,1.0
listed,0,0.3333333333333333,0.6666666666666667,1.0
when,0,0.25,0.75,1.0
during,0,0.3333333333333333,0.6666666666666667,1.0
enantioselectivity,0,0.4444444444444444,0.5555555555555556,0.6111111111111112
is,0,0.5,0.5,1.0
devastating,0,0.36363636363636365,0.6363636363636364,0.8181818181818182
Statistical,0,0.36363636363636365,0.6363636363636364,0.6363636363636364
the,0,0.3333333333333333,0.6666666666666667,1.0
a,0,1.0,0.0,1.0
also,0,0.5,0.5,1.0
controlled,0,0.3,0.7,0.8
Robot,0,0.4,0.6,0.8
America,0,0.42857142857142855,0.5714285714285714,1.0
black,0,0.2,0.8,1.0
start,0,0.2,0.8,0.8
a,0,1.0,0.0,1.0
that,0,0.25,0.75,0.75
the,0,0.3333333333333333,0.6666666666666667,1.0
enough,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
once,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
called,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
which,0,0.2,0.8,0.8
hoped,0,0.4,0.6,1.0
metal,0,0.4,0.6,1.0
fall,0,0.25,0.75,0.75
are,0,0.6666666666666666,0.33333333333333337,1.0
water,0,0.4,0.6,1.0
all,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
detectors,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
reactions,0,0.4444444444444444,0.5555555555555556,1.0
as,0,0.5,0.5,1.0
allow,0,0.4,0.6,0.8
a,0,1.0,0.0,1.0
carbohydrate,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
and,0,0.3333333333333333,0.6666666666666667,1.0
out,0,0.6666666666666666,0.33333333333333337,1.0
it,0,0.5,0.5,1.0
I,0,0.0,1.0,1.0
loved,0,0.4,0.6,1.0
nitriles,0,0.375,0.625,0.875
and,0,0.3333333333333333,0.6666666666666667,1.0
separate,0,0.5,0.5,0.75
stand,0,0.2,0.8,1.0
photodetectors,0,0.35714285714285715,0.6428571428571428,0.6428571428571429
a,0,1.0,0.0,1.0
angle,0,0.4,0.6,1.0
boron,0,0.4,0.6,0.8
their,0,0.4,0.6,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
superconducting,0,0.3333333333333333,0.6666666666666667,0.8
compounds,0,0.3333333333333333,0.6666666666666667,0.8888888888888888
that,0,0.25,0.75,0.75
out,0,0.6666666666666666,0.33333333333333337,1.0
itself,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
he,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
last,0,0.25,0.75,1.0
like,0,0.5,0.5,1.0
Owing,0,0.2,0.8,1.0
her,0,0.3333333333333333,0.6666666666666667,1.0
we,0,0.5,0.5,1.0
just,0,0.25,0.75,1.0
your,0,0.5,0.5,1.0
Not,0,0.3333333333333333,0.6666666666666667,1.0
to,0,0.5,0.5,1.0
be,0,0.5,0.5,1.0
negresses,0,0.3333333333333333,0.6666666666666667,0.5555555555555556
per,0,0.3333333333333333,0.6666666666666667,1.0
may,0,0.3333333333333333,0.6666666666666667,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
some,0,0.5,0.5,1.0
all,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
having,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
four,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
being,0,0.4,0.6,1.0
two,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
there,0,0.4,0.6,0.8
the,0,0.3333333333333333,0.6666666666666667,1.0
membrane,0,0.375,0.625,0.75
with,0,0.25,0.75,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
done,0,0.5,0.5,1.0
specter,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
promised,0,0.375,0.625,1.0
brittle,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
wandered,0,0.375,0.625,0.75
measuring,0,0.4444444444444444,0.5555555555555556,1.0
no,0,0.5,0.5,1.0
The,0,0.3333333333333333,0.6666666666666667,1.0
as,0,0.5,0.5,1.0
Section,0,0.42857142857142855,0.5714285714285714,1.0
transition,0,0.4,0.6,0.7
is,0,0.5,0.5,1.0
hit,0,0.3333333333333333,0.6666666666666667,1.0
a,0,1.0,0.0,1.0
my,0,0.0,1.0,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
activity,0,0.375,0.625,0.75
than,0,0.25,0.75,1.0
water,0,0.4,0.6,1.0
before,0,0.5,0.5,0.8333333333333334
Following,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
and,0,0.3333333333333333,0.6666666666666667,1.0
